,date,author,post_tag,post_id,link
22,2023-12-15 16:10:00,Андреева Анастасия Андреевна,Кадры,318579,https://adindex.ru/news/hr/2023/12/15/318579.phtml
23,2023-12-15 15:57:00,Андреева Анастасия Андреевна,Пресс-релизы,318575,https://adindex.ru/news/releases/2023/12/15/318575.phtml?erid=%202VtzqvJVWE7
24,2023-12-15 13:20:00,Васильева Екатерина Васильевна,Кадры,318545,https://adindex.ru/news/hr/2023/12/15/318545.phtml
25,2023-12-15 12:34:00,Андреева Анастасия Андреевна,Медиа,318486,https://adindex.ru/news/media/2023/12/15/318486.phtml
26,2023-12-15 11:59:00,Петрова Мария Сергеевна,Пресс-релизы,318413,https://adindex.ru/news/releases/2023/12/15/318413.phtml
27,2023-12-15 11:52:00,Григорьева Людмила Григорьевна,Медиа,318437,https://adindex.ru/news/media/2023/12/15/318437.phtml
28,2023-12-15 11:28:00,Васильева Екатерина Васильевна,Пресс-релизы,318383,https://adindex.ru/news/releases/2023/12/15/318383.phtml?erid=%202VtzqwW7tqH
29,2023-12-15 09:45:00,Васильева Екатерина Васильевна,Digital,318382,https://adindex.ru/news/digital/2023/12/15/318382.phtml
30,2023-12-15 08:32:00,Андреева Анастасия Андреевна,Право,318381,https://adindex.ru/news/right/2023/12/15/318381.phtml
31,2023-12-15 07:54:00,Андреева Анастасия Андреевна,Тенденции,318379,https://adindex.ru/news/tendencies/2023/12/15/318379.phtml
32,2023-12-15 07:42:00,Данилова Светлана Викторовна,Маркетинг,318378,https://adindex.ru/news/marketing/2023/12/15/318378.phtml
33,2023-12-15 07:34:00,Борисова Ольга Борисовна,Digital,318377,https://adindex.ru/news/digital/2023/12/15/318377.phtml
34,2023-12-15 07:17:00,Данилова Светлана Викторовна,Право,318376,https://adindex.ru/news/right/2023/12/15/318376.phtml
35,2023-12-14 19:06:00,Сидоров Антон Владимирович,Тенденции,318374,https://adindex.ru/news/tendencies/2023/12/14/318374.phtml
36,2023-12-14 18:29:00,Петрова Мария Сергеевна,Право,318373,https://adindex.ru/news/right/2023/12/14/318373.phtml
37,2023-12-14 17:31:00,Петрова Мария Сергеевна,Креатив,318371,https://adindex.ru/news/creative/2023/12/14/318371.phtml
38,2023-12-14 16:22:00,Григорьева Людмила Григорьевна,Исследования,318368,https://adindex.ru/news/researches/2023/12/14/318368.phtml
39,2023-12-14 15:31:00,Петрова Мария Сергеевна,Кадры,318366,https://adindex.ru/news/hr/2023/12/14/318366.phtml
40,2023-12-14 13:46:00,Егорова Надежда Андреевна,Креатив,318361,https://adindex.ru/news/creative/2023/12/14/318361.phtml
41,2023-12-14 12:10:00,Андреева Анастасия Андреевна,Тенденции,318350,https://adindex.ru/news/tendencies/2023/12/14/318350.phtml
42,2023-12-14 10:30:00,Егорова Надежда Андреевна,Маркетинг,318336,https://adindex.ru/news/marketing/2023/12/14/318336.phtml
43,2023-12-14 10:05:00,Васильева Екатерина Васильевна,Право,318335,https://adindex.ru/news/right/2023/12/14/318335.phtml
44,2023-12-14 09:01:00,Жукова Ирина Ильинична,Digital,318334,https://adindex.ru/news/digital/2023/12/14/318334.phtml
45,2023-12-14 08:34:00,Васильева Екатерина Васильевна,Маркетинг,318333,https://adindex.ru/news/marketing/2023/12/14/318333.phtml
46,2023-12-14 07:59:00,Григорьева Людмила Григорьевна,Право,318331,https://adindex.ru/news/right/2023/12/14/318331.phtml
47,2023-12-14 07:34:00,Петрова Мария Сергеевна,Digital,318330,https://adindex.ru/news/digital/2023/12/14/318330.phtml
48,2023-12-14 07:28:00,Иванов Иван Иванович,Тенденции,318329,https://adindex.ru/news/tendencies/2023/12/14/318329.phtml
49,2023-12-14 07:10:00,Егорова Надежда Андреевна,Право,318328,https://adindex.ru/news/right/2023/12/14/318328.phtml
