,date,author,post_tag,post_id,link
95,2023-12-07,Данилова Светлана Викторовна,Пресс-релизы,317766,https://adindex.ru/news/releases/2023/12/7/317766.phtml?erid=2VtzqwcZmx6
96,2023-12-07,Жукова Ирина Ильинична,Рекламные бюджеты,317768,https://adindex.ru/news/ad_budjet/2023/12/7/317768.phtml
97,2023-12-07,Иванов Иван Иванович,Тенденции,317765,https://adindex.ru/news/tendencies/2023/12/7/317765.phtml
98,2023-12-07,Григорьева Людмила Григорьевна,Маркетинг,317762,https://adindex.ru/news/marketing/2023/12/7/317762.phtml
99,2023-12-07,Егорова Надежда Андреевна,Право,317763,https://adindex.ru/news/right/2023/12/7/317763.phtml
100,2023-12-07,Иванов Иван Иванович,Маркетинг,317761,https://adindex.ru/news/marketing/2023/12/7/317761.phtml
101,2023-12-07,Борисова Ольга Борисовна,Право,317760,https://adindex.ru/news/right/2023/12/7/317760.phtml
102,2023-12-07,Данилова Светлана Викторовна,Право,317759,https://adindex.ru/news/right/2023/12/7/317759.phtml
103,2023-12-07,Жукова Ирина Ильинична,Медиа,317758,https://adindex.ru/news/media/2023/12/7/317758.phtml
104,2023-12-06,Борисова Ольга Борисовна,Тенденции,317756,https://adindex.ru/news/tendencies/2023/12/6/317756.phtml
105,2023-12-06,Сидоров Антон Владимирович,Исследования,317755,https://adindex.ru/news/researches/2023/12/6/317755.phtml
106,2023-12-06,Егорова Надежда Андреевна,Пресс-релизы,317744,https://adindex.ru/news/releases/2023/12/6/317744.phtml?erid=%202VtzqwZJzhY
107,2023-12-06,Иванов Иван Иванович,Digital,317746,https://adindex.ru/news/digital/2023/12/6/317746.phtml
108,2023-12-06,Жукова Ирина Ильинична,Агентства,317738,https://adindex.ru/news/agencies/2023/12/6/317738.phtml
109,2023-12-06,Андреева Анастасия Андреевна,Пресс-релизы,317691,https://adindex.ru/news/releases/2023/12/5/317691.phtml?erid=%202VtzqvBeAHp
110,2023-12-06,Сидоров Антон Владимирович,Рекламные бюджеты,317739,https://adindex.ru/news/ad_budjet/2023/12/6/317739.phtml
111,2023-12-06,Жукова Ирина Ильинична,Исследования,317721,https://adindex.ru/news/researches/2023/12/6/317721.phtml
112,2023-12-06,Васильева Екатерина Васильевна,Digital,317720,https://adindex.ru/news/digital/2023/12/6/317720.phtml
113,2023-12-06,Григорьева Людмила Григорьевна,Маркетинг,317719,https://adindex.ru/news/marketing/2023/12/6/317719.phtml
114,2023-12-06,Егорова Надежда Андреевна,Digital,317718,https://adindex.ru/news/digital/2023/12/6/317718.phtml
115,2023-12-06,Егорова Надежда Андреевна,Право,317717,https://adindex.ru/news/right/2023/12/6/317717.phtml
116,2023-12-06,Данилова Светлана Викторовна,Маркетинг,317715,https://adindex.ru/news/marketing/2023/12/6/317715.phtml
117,2023-12-06,Петрова Мария Сергеевна,Тенденции,317714,https://adindex.ru/news/tendencies/2023/12/6/317714.phtml
118,2023-12-06,Андреева Анастасия Андреевна,Право,317712,https://adindex.ru/news/right/2023/12/6/317712.phtml
119,2023-12-06,Борисова Ольга Борисовна,Право,317711,https://adindex.ru/news/right/2023/12/6/317711.phtml
120,2023-12-06,Егорова Надежда Андреевна,Маркетинг,317710,https://adindex.ru/news/marketing/2023/12/6/317710.phtml
121,2023-12-06,Данилова Светлана Викторовна,Digital,317709,https://adindex.ru/news/digital/2023/12/6/317709.phtml
122,2023-12-06,Борисова Ольга Борисовна,Маркетинг,317708,https://adindex.ru/news/marketing/2023/12/6/317708.phtml
123,2023-12-05,Жукова Ирина Ильинична,AdYummy!,317705,https://adindex.ru/news/digital/2023/12/5/317705.phtml
124,2023-12-05,Васильева Екатерина Васильевна,Тенденции,317704,https://adindex.ru/news/tendencies/2023/12/5/317704.phtml
125,2023-12-05,Иванов Иван Иванович,Кадры,317698,https://adindex.ru/news/hr/2023/12/5/317698.phtml
126,2023-12-05,Егорова Надежда Андреевна,Кадры,317701,https://adindex.ru/news/hr/2023/12/5/317701.phtml
127,2023-12-05,Егорова Надежда Андреевна,Digital,317700,https://adindex.ru/news/digital/2023/12/5/317700.phtml
128,2023-12-05,Григорьева Людмила Григорьевна,Маркетинг,317699,https://adindex.ru/news/marketing/2023/12/5/317699.phtml
129,2023-12-05,Васильева Екатерина Васильевна,Эккаунты,317696,https://adindex.ru/news/ek/2023/12/5/317696.phtml
130,2023-12-05,Борисова Ольга Борисовна,Пресс-релизы,317693,https://adindex.ru/news/releases/2023/12/5/317693.phtml?erid=%202Vtzqwcj9EA
131,2023-12-05,Жукова Ирина Ильинична,Digital,317694,https://adindex.ru/news/digital/2023/12/5/317694.phtml
132,2023-12-05,Васильева Екатерина Васильевна,Право,317689,https://adindex.ru/news/right/2023/12/5/317689.phtml
133,2023-12-05,Васильева Екатерина Васильевна,AdYummy!,317687,https://adindex.ru/news/adyummy/2023/12/5/317687.phtml
134,2023-12-05,Григорьева Людмила Григорьевна,Тенденции,317686,https://adindex.ru/news/tendencies/2023/12/5/317686.phtml
135,2023-12-05,Андреева Анастасия Андреевна,Право,317685,https://adindex.ru/news/right/2023/12/5/317685.phtml
136,2023-12-05,Жукова Ирина Ильинична,Маркетинг,317684,https://adindex.ru/news/marketing/2023/12/5/317684.phtml
137,2023-12-05,Григорьева Людмила Григорьевна,Право,317683,https://adindex.ru/news/right/2023/12/5/317683.phtml
