,date,author,visitors,post_tag,post_id,link,views
21,2023-07-12,Сидоров Антон Владимирович,9134,Пресс-релизы,317745,https://adindex.ru/news/releases/2023/12/6/317745.phtml,11927
22,2023-07-12,Егорова Надежда Андреевна,4935,Пресс-релизы,317754,https://adindex.ru/news/releases/2023/12/6/317754.phtml?erid=%202Vtzqx3mZtn,5558
23,2023-07-12,Жукова Ирина Ильинична,19059,Право,317772,https://adindex.ru/news/right/2023/12/7/317772.phtml,25582
24,2023-07-12,Егорова Надежда Андреевна,7833,Маркетинг,317771,https://adindex.ru/news/marketing/2023/12/7/317771.phtml,10522
25,2023-07-12,Андреева Анастасия Андреевна,6275,Тенденции,317770,https://adindex.ru/news/tendencies/2023/12/7/317770.phtml,7086
26,2023-07-12,Данилова Светлана Викторовна,16520,Пресс-релизы,317766,https://adindex.ru/news/releases/2023/12/7/317766.phtml?erid=2VtzqwcZmx6,19590
27,2023-07-12,Егорова Надежда Андреевна,11312,Рекламные бюджеты,317768,https://adindex.ru/news/ad_budjet/2023/12/7/317768.phtml,13565
28,2023-07-12,Борисова Ольга Борисовна,8685,Тенденции,317765,https://adindex.ru/news/tendencies/2023/12/7/317765.phtml,11840
29,2023-07-12,Данилова Светлана Викторовна,14556,Маркетинг,317762,https://adindex.ru/news/marketing/2023/12/7/317762.phtml,18632
30,2023-07-12,Васильева Екатерина Васильевна,13700,Право,317763,https://adindex.ru/news/right/2023/12/7/317763.phtml,16048
31,2023-07-12,Сидоров Антон Владимирович,18408,Маркетинг,317761,https://adindex.ru/news/marketing/2023/12/7/317761.phtml,20631
32,2023-07-12,Егорова Надежда Андреевна,8217,Право,317760,https://adindex.ru/news/right/2023/12/7/317760.phtml,8972
33,2023-07-12,Сидоров Антон Владимирович,6592,Право,317759,https://adindex.ru/news/right/2023/12/7/317759.phtml,7877
34,2023-07-12,Данилова Светлана Викторовна,10046,Медиа,317758,https://adindex.ru/news/media/2023/12/7/317758.phtml,11917
35,2023-06-12,Васильева Екатерина Васильевна,14069,Тенденции,317756,https://adindex.ru/news/tendencies/2023/12/6/317756.phtml,18317
36,2023-06-12,Иванов Иван Иванович,858,Исследования,317755,https://adindex.ru/news/researches/2023/12/6/317755.phtml,1017
37,2023-06-12,Данилова Светлана Викторовна,19687,Пресс-релизы,317744,https://adindex.ru/news/releases/2023/12/6/317744.phtml?erid=%202VtzqwZJzhY,20357
38,2023-06-12,Иванов Иван Иванович,12051,Digital,317746,https://adindex.ru/news/digital/2023/12/6/317746.phtml,13164
39,2023-06-12,Петрова Мария Сергеевна,17897,Агентства,317738,https://adindex.ru/news/agencies/2023/12/6/317738.phtml,26786
40,2023-06-12,Жукова Ирина Ильинична,814,Пресс-релизы,317691,https://adindex.ru/news/releases/2023/12/5/317691.phtml?erid=%202VtzqvBeAHp,901
41,2023-06-12,Данилова Светлана Викторовна,13397,Рекламные бюджеты,317739,https://adindex.ru/news/ad_budjet/2023/12/6/317739.phtml,13522
42,2023-06-12,Сидоров Антон Владимирович,19973,Исследования,317721,https://adindex.ru/news/researches/2023/12/6/317721.phtml,23865
43,2023-06-12,Васильева Екатерина Васильевна,5495,Digital,317720,https://adindex.ru/news/digital/2023/12/6/317720.phtml,6798
44,2023-06-12,Борисова Ольга Борисовна,12538,Маркетинг,317719,https://adindex.ru/news/marketing/2023/12/6/317719.phtml,15279
45,2023-06-12,Андреева Анастасия Андреевна,17464,Digital,317718,https://adindex.ru/news/digital/2023/12/6/317718.phtml,18282
46,2023-06-12,Васильева Екатерина Васильевна,9139,Право,317717,https://adindex.ru/news/right/2023/12/6/317717.phtml,13408
47,2023-06-12,Иванов Иван Иванович,5048,Маркетинг,317715,https://adindex.ru/news/marketing/2023/12/6/317715.phtml,7117
48,2023-06-12,Борисова Ольга Борисовна,6923,Тенденции,317714,https://adindex.ru/news/tendencies/2023/12/6/317714.phtml,9008
49,2023-06-12,Петрова Мария Сергеевна,13616,Право,317712,https://adindex.ru/news/right/2023/12/6/317712.phtml,15852
50,2023-06-12,Сидоров Антон Владимирович,11764,Право,317711,https://adindex.ru/news/right/2023/12/6/317711.phtml,16488
51,2023-06-12,Андреева Анастасия Андреевна,2632,Маркетинг,317710,https://adindex.ru/news/marketing/2023/12/6/317710.phtml,2834
52,2023-06-12,Андреева Анастасия Андреевна,12846,Digital,317709,https://adindex.ru/news/digital/2023/12/6/317709.phtml,17799
53,2023-06-12,Андреева Анастасия Андреевна,10657,Маркетинг,317708,https://adindex.ru/news/marketing/2023/12/6/317708.phtml,14310
54,2023-05-12,Борисова Ольга Борисовна,12826,AdYummy!,317705,https://adindex.ru/news/digital/2023/12/5/317705.phtml,13723
55,2023-05-12,Иванов Иван Иванович,8888,Тенденции,317704,https://adindex.ru/news/tendencies/2023/12/5/317704.phtml,12039
56,2023-05-12,Андреева Анастасия Андреевна,16224,Кадры,317698,https://adindex.ru/news/hr/2023/12/5/317698.phtml,16262
57,2023-05-12,Васильева Екатерина Васильевна,13156,Кадры,317701,https://adindex.ru/news/hr/2023/12/5/317701.phtml,19720
58,2023-05-12,Андреева Анастасия Андреевна,12164,Digital,317700,https://adindex.ru/news/digital/2023/12/5/317700.phtml,14782
59,2023-05-12,Иванов Иван Иванович,19288,Маркетинг,317699,https://adindex.ru/news/marketing/2023/12/5/317699.phtml,28122
60,2023-05-12,Борисова Ольга Борисовна,19205,Эккаунты,317696,https://adindex.ru/news/ek/2023/12/5/317696.phtml,28712
61,2023-05-12,Андреева Анастасия Андреевна,1614,Пресс-релизы,317693,https://adindex.ru/news/releases/2023/12/5/317693.phtml?erid=%202Vtzqwcj9EA,2366
62,2023-05-12,Иванов Иван Иванович,13683,Digital,317694,https://adindex.ru/news/digital/2023/12/5/317694.phtml,14187
63,2023-05-12,Жукова Ирина Ильинична,16384,Право,317689,https://adindex.ru/news/right/2023/12/5/317689.phtml,16827
64,2023-05-12,Борисова Ольга Борисовна,11973,AdYummy!,317687,https://adindex.ru/news/adyummy/2023/12/5/317687.phtml,13971
65,2023-05-12,Данилова Светлана Викторовна,162,Тенденции,317686,https://adindex.ru/news/tendencies/2023/12/5/317686.phtml,167
66,2023-05-12,Григорьева Людмила Григорьевна,7465,Право,317685,https://adindex.ru/news/right/2023/12/5/317685.phtml,8535
67,2023-05-12,Борисова Ольга Борисовна,1187,Маркетинг,317684,https://adindex.ru/news/marketing/2023/12/5/317684.phtml,1228
68,2023-05-12,Борисова Ольга Борисовна,18122,Право,317683,https://adindex.ru/news/right/2023/12/5/317683.phtml,19762
