,date,author,post_tag,post_id,link
33,2023-12-13,Данилова Светлана Викторовна,Тенденции,318152,https://adindex.ru/news/tendencies/2023/12/13/318152.phtml
34,2023-12-13,Борисова Ольга Борисовна,Кадры,318149,https://adindex.ru/news/hr/2023/12/13/318149.phtml
35,2023-12-13,Григорьева Людмила Григорьевна,Кадры,318116,https://adindex.ru/news/hr/2023/12/13/318116.phtml
36,2023-12-13,Борисова Ольга Борисовна,Социальные проекты,318115,https://adindex.ru/news/social_advertising/2023/12/13/318115.phtml
37,2023-12-13,Сидоров Антон Владимирович,Пресс-релизы,317945,https://adindex.ru/news/releases/2023/12/11/317945.phtml?erid=%202VtzqxRV5X1
38,2023-12-13,Андреева Анастасия Андреевна,Агентства,317957,https://adindex.ru/news/agencies/2023/12/11/317957.phtml
39,2023-12-13,Иванов Иван Иванович,Тенденции,318095,https://adindex.ru/news/tendencies/2023/12/13/318095.phtml
40,2023-12-13,Сидоров Антон Владимирович,Право,318092,https://adindex.ru/news/right/2023/12/13/318092.phtml
41,2023-12-13,Данилова Светлана Викторовна,Медиа,318090,https://adindex.ru/news/media/2023/12/13/318090.phtml
42,2023-12-13,Васильева Екатерина Васильевна,Тенденции,318089,https://adindex.ru/news/tendencies/2023/12/13/318089.phtml
43,2023-12-13,Сидоров Антон Владимирович,Маркетинг,318088,https://adindex.ru/news/marketing/2023/12/13/318088.phtml
44,2023-12-13,Егорова Надежда Андреевна,Медиа,318086,https://adindex.ru/news/media/2023/12/13/318086.phtml
45,2023-12-13,Борисова Ольга Борисовна,Маркетинг,318084,https://adindex.ru/news/marketing/2023/12/13/318084.phtml
46,2023-12-13,Борисова Ольга Борисовна,Тенденции,318083,https://adindex.ru/news/tendencies/2023/12/13/318083.phtml
47,2023-12-13,Петрова Мария Сергеевна,Тенденции,318082,https://adindex.ru/news/tendencies/2023/12/13/318082.phtml
