,date,author,visitors,post_tag,post_id,link,views
16,2023-12-13,Андреева Анастасия Андреевна,8802,Тенденции,318082,https://adindex.ru/news/tendencies/2023/12/13/318082.phtml,9628
17,2023-12-12,Петрова Мария Сергеевна,18192,Право,318081,https://adindex.ru/news/right/2023/12/12/318081.phtml,20680
18,2023-12-12,Петрова Мария Сергеевна,14784,Креатив,318080,https://adindex.ru/news/creative/2023/12/12/318080.phtml,15239
19,2023-12-12,Васильева Екатерина Васильевна,4684,Право,318079,https://adindex.ru/news/right/2023/12/12/318079.phtml,6683
20,2023-12-12,Иванов Иван Иванович,13851,Право,318076,https://adindex.ru/news/right/2023/12/12/318076.phtml,20336
21,2023-12-12,Васильева Екатерина Васильевна,1573,Социальные проекты,318017,https://adindex.ru/news/social_advertising/2023/12/12/318017.phtml,2292
22,2023-12-12,Жукова Ирина Ильинична,17573,Digital,317999,https://adindex.ru/news/digital/2023/12/12/317999.phtml,20990
23,2023-12-12,Иванов Иван Иванович,8575,Исследования,317997,https://adindex.ru/news/researches/2023/12/12/317997.phtml,11277
24,2023-12-12,Иванов Иван Иванович,6341,Исследования,317995,https://adindex.ru/news/researches/2023/12/12/317995.phtml,9376
25,2023-12-12,Григорьева Людмила Григорьевна,6705,Маркетинг,317993,https://adindex.ru/news/marketing/2023/12/12/317993.phtml,9625
26,2023-12-12,Петрова Мария Сергеевна,19351,Исследования,317965,https://adindex.ru/news/researches/2023/12/12/317965.phtml,28977
27,2023-12-12,Петрова Мария Сергеевна,14839,Социальные проекты,317977,https://adindex.ru/news/social_advertising/2023/12/12/317977.phtml,19560
28,2023-12-12,Борисова Ольга Борисовна,3013,Маркетинг,317968,https://adindex.ru/news/marketing/2023/12/12/317968.phtml,4096
29,2023-12-12,Данилова Светлана Викторовна,10077,Право,317964,https://adindex.ru/news/right/2023/12/12/317964.phtml,12019
30,2023-12-12,Данилова Светлана Викторовна,18371,Тенденции,317963,https://adindex.ru/news/tendencies/2023/12/12/317963.phtml,26431
31,2023-12-12,Иванов Иван Иванович,14285,Digital,317961,https://adindex.ru/news/digital/2023/12/12/317961.phtml,15433
32,2023-12-12,Васильева Екатерина Васильевна,7907,Тенденции,317960,https://adindex.ru/news/tendencies/2023/12/12/317960.phtml,8411
33,2023-12-12,Андреева Анастасия Андреевна,3677,Право,317959,https://adindex.ru/news/right/2023/12/12/317959.phtml,5481
34,2023-12-12,Данилова Светлана Викторовна,15667,Тенденции,317958,https://adindex.ru/news/tendencies/2023/12/12/317958.phtml,21370
35,2023-12-11,Егорова Надежда Андреевна,9019,Digital,317948,https://adindex.ru/news/digital/2023/12/11/317948.phtml,10143
36,2023-12-11,Андреева Анастасия Андреевна,1662,Тенденции,317946,https://adindex.ru/news/tendencies/2023/12/11/317946.phtml,1664
37,2023-12-11,Григорьева Людмила Григорьевна,12049,Креатив,317943,https://adindex.ru/news/creative/2023/12/11/317943.phtml,15960
38,2023-12-11,Данилова Светлана Викторовна,2202,Эккаунты,317936,https://adindex.ru/news/ek/2023/12/11/317936.phtml,2289
39,2023-12-11,Григорьева Людмила Григорьевна,2675,Креатив,317931,https://adindex.ru/news/creative/2023/12/11/317931.phtml,2950
40,2023-12-11,Егорова Надежда Андреевна,2363,Маркетинг,317929,https://adindex.ru/news/marketing/2023/12/11/317929.phtml,2841
41,2023-12-11,Жукова Ирина Ильинична,15369,Маркетинг,317883,https://adindex.ru/news/marketing/2023/12/11/317883.phtml,16007
42,2023-12-11,Сидоров Антон Владимирович,3158,Медиа,317886,https://adindex.ru/news/media/2023/12/11/317886.phtml,3831
43,2023-12-11,Иванов Иван Иванович,5782,Креатив,317884,https://adindex.ru/news/creative/2023/12/11/317884.phtml,6466
44,2023-12-11,Васильева Екатерина Васильевна,18599,Тенденции,317882,https://adindex.ru/news/tendencies/2023/12/11/317882.phtml,23939
45,2023-12-11,Иванов Иван Иванович,4284,Пресс-релизы,317881,https://adindex.ru/news/releases/2023/12/11/317881.phtml,6379
46,2023-12-11,Данилова Светлана Викторовна,18996,Тенденции,317879,https://adindex.ru/news/tendencies/2023/12/11/317879.phtml,21592
47,2023-12-11,Петрова Мария Сергеевна,16642,Тенденции,317878,https://adindex.ru/news/tendencies/2023/12/11/317878.phtml,20025
48,2023-12-11,Данилова Светлана Викторовна,10050,Тенденции,317877,https://adindex.ru/news/tendencies/2023/12/11/317877.phtml,11327
49,2023-12-11,Жукова Ирина Ильинична,19884,Право,317876,https://adindex.ru/news/right/2023/12/11/317876.phtml,19906
50,2023-12-11,Данилова Светлана Викторовна,13001,Тенденции,317875,https://adindex.ru/news/tendencies/2023/12/11/317875.phtml,19091
51,2023-12-11,Васильева Екатерина Васильевна,3877,Digital,317874,https://adindex.ru/news/digital/2023/12/11/317874.phtml,5379
52,2023-12-08,Борисова Ольга Борисовна,13207,Тенденции,317833,https://adindex.ru/news/tendencies/2023/12/8/317833.phtml,18189
53,2023-12-08,Иванов Иван Иванович,10595,Тенденции,317832,https://adindex.ru/news/tendencies/2023/12/8/317832.phtml,12639
54,2023-12-08,Сидоров Антон Владимирович,9378,Эккаунты,317827,https://adindex.ru/news/ek/2023/12/8/317827.phtml,11205
55,2023-12-08,Васильева Екатерина Васильевна,19052,Креатив,317825,https://adindex.ru/news/creative/2023/12/8/317825.phtml,21937
56,2023-12-08,Петрова Мария Сергеевна,8644,Медиа,317821,https://adindex.ru/news/media/2023/12/8/317821.phtml,12282
57,2023-12-08,Сидоров Антон Владимирович,17926,Пресс-релизы,317797,https://adindex.ru/news/releases/2023/12/7/317797.phtml?erid=%202VtzqvcpebC,21225
58,2023-12-08,Васильева Екатерина Васильевна,7115,Право,317818,https://adindex.ru/news/right/2023/12/8/317818.phtml,9853
59,2023-12-08,Егорова Надежда Андреевна,17732,Исследования,317816,https://adindex.ru/news/researches/2023/12/8/317816.phtml,22062
60,2023-12-08,Андреева Анастасия Андреевна,4202,Digital,317813,https://adindex.ru/news/digital/2023/12/8/317813.phtml,4677
61,2023-12-08,Сидоров Антон Владимирович,19334,Пресс-релизы,317795,https://adindex.ru/news/releases/2023/12/7/317795.phtml?erid=%202Vtzqwcfq9k,19539
62,2023-12-08,Егорова Надежда Андреевна,16577,Тенденции,317811,https://adindex.ru/news/tendencies/2023/12/8/317811.phtml,20151
63,2023-12-08,Данилова Светлана Викторовна,7612,Право,317810,https://adindex.ru/news/right/2023/12/8/317810.phtml,7679
64,2023-12-08,Данилова Светлана Викторовна,15123,Право,317808,https://adindex.ru/news/right/2023/12/8/317808.phtml,18820
65,2023-12-08,Иванов Иван Иванович,1110,Право,317807,https://adindex.ru/news/right/2023/12/8/317807.phtml,1573
66,2023-12-08,Сидоров Антон Владимирович,17241,Право,317806,https://adindex.ru/news/right/2023/12/8/317806.phtml,25657
67,2023-12-08,Данилова Светлана Викторовна,15962,Тенденции,317805,https://adindex.ru/news/tendencies/2023/12/8/317805.phtml,21057
68,2023-12-08,Григорьева Людмила Григорьевна,5620,Право,317804,https://adindex.ru/news/right/2023/12/8/317804.phtml,5750
69,2023-12-07,Иванов Иван Иванович,15242,Тенденции,317802,https://adindex.ru/news/tendencies/2023/12/7/317802.phtml,20270
70,2023-12-07,Жукова Ирина Ильинична,7857,Социальные проекты,317801,https://adindex.ru/news/social_advertising/2023/12/7/317801.phtml,11687
71,2023-12-07,Васильева Екатерина Васильевна,6032,Пресс-релизы,317796,https://adindex.ru/news/releases/2023/12/7/317796.phtml?erid=%202VtzqwzZA18,6731
72,2023-12-07,Данилова Светлана Викторовна,4932,Дизайн,317798,https://adindex.ru/news/design/2023/12/7/317798.phtml,5860
73,2023-12-07,Иванов Иван Иванович,647,Пресс-релизы,317472,https://adindex.ru/news/releases/2023/11/27/317472.phtml?erid=%202VtzqwZHP6Z,878
74,2023-12-07,Егорова Надежда Андреевна,17374,Тенденции,317783,https://adindex.ru/news/tendencies/2023/12/7/317783.phtml,21344
75,2023-12-07,Григорьева Людмила Григорьевна,8554,Пресс-релизы,317745,https://adindex.ru/news/releases/2023/12/6/317745.phtml,8772
76,2023-12-07,Борисова Ольга Борисовна,18601,Пресс-релизы,317754,https://adindex.ru/news/releases/2023/12/6/317754.phtml?erid=%202Vtzqx3mZtn,20180
77,2023-12-07,Борисова Ольга Борисовна,1415,Право,317772,https://adindex.ru/news/right/2023/12/7/317772.phtml,2038
78,2023-12-07,Андреева Анастасия Андреевна,5825,Маркетинг,317771,https://adindex.ru/news/marketing/2023/12/7/317771.phtml,8119
79,2023-12-07,Васильева Екатерина Васильевна,1947,Тенденции,317770,https://adindex.ru/news/tendencies/2023/12/7/317770.phtml,2447
80,2023-12-07,Петрова Мария Сергеевна,19442,Пресс-релизы,317766,https://adindex.ru/news/releases/2023/12/7/317766.phtml?erid=2VtzqwcZmx6,25750
81,2023-12-07,Андреева Анастасия Андреевна,13142,Рекламные бюджеты,317768,https://adindex.ru/news/ad_budjet/2023/12/7/317768.phtml,16922
82,2023-12-07,Жукова Ирина Ильинична,8813,Тенденции,317765,https://adindex.ru/news/tendencies/2023/12/7/317765.phtml,12650
83,2023-12-07,Егорова Надежда Андреевна,9997,Маркетинг,317762,https://adindex.ru/news/marketing/2023/12/7/317762.phtml,10676
84,2023-12-07,Сидоров Антон Владимирович,3059,Право,317763,https://adindex.ru/news/right/2023/12/7/317763.phtml,3499
85,2023-12-07,Борисова Ольга Борисовна,15805,Маркетинг,317761,https://adindex.ru/news/marketing/2023/12/7/317761.phtml,21654
86,2023-12-07,Григорьева Людмила Григорьевна,2784,Право,317760,https://adindex.ru/news/right/2023/12/7/317760.phtml,4089
87,2023-12-07,Данилова Светлана Викторовна,10641,Право,317759,https://adindex.ru/news/right/2023/12/7/317759.phtml,15744
88,2023-12-07,Жукова Ирина Ильинична,18266,Медиа,317758,https://adindex.ru/news/media/2023/12/7/317758.phtml,26452
89,2023-12-06,Васильева Екатерина Васильевна,7648,Тенденции,317756,https://adindex.ru/news/tendencies/2023/12/6/317756.phtml,11275
90,2023-12-06,Андреева Анастасия Андреевна,16549,Исследования,317755,https://adindex.ru/news/researches/2023/12/6/317755.phtml,17015
91,2023-12-06,Андреева Анастасия Андреевна,5778,Пресс-релизы,317744,https://adindex.ru/news/releases/2023/12/6/317744.phtml?erid=%202VtzqwZJzhY,6103
92,2023-12-06,Иванов Иван Иванович,1494,Digital,317746,https://adindex.ru/news/digital/2023/12/6/317746.phtml,1988
93,2023-12-06,Егорова Надежда Андреевна,1676,Агентства,317738,https://adindex.ru/news/agencies/2023/12/6/317738.phtml,2360
94,2023-12-06,Данилова Светлана Викторовна,16631,Пресс-релизы,317691,https://adindex.ru/news/releases/2023/12/5/317691.phtml?erid=%202VtzqvBeAHp,22894
95,2023-12-06,Егорова Надежда Андреевна,9660,Рекламные бюджеты,317739,https://adindex.ru/news/ad_budjet/2023/12/6/317739.phtml,10661
96,2023-12-06,Данилова Светлана Викторовна,10347,Исследования,317721,https://adindex.ru/news/researches/2023/12/6/317721.phtml,12884
97,2023-12-06,Борисова Ольга Борисовна,12243,Digital,317720,https://adindex.ru/news/digital/2023/12/6/317720.phtml,16556
98,2023-12-06,Иванов Иван Иванович,12784,Маркетинг,317719,https://adindex.ru/news/marketing/2023/12/6/317719.phtml,13106
99,2023-12-06,Григорьева Людмила Григорьевна,2824,Digital,317718,https://adindex.ru/news/digital/2023/12/6/317718.phtml,3130
100,2023-12-06,Васильева Екатерина Васильевна,10528,Право,317717,https://adindex.ru/news/right/2023/12/6/317717.phtml,14357
101,2023-12-06,Иванов Иван Иванович,16144,Маркетинг,317715,https://adindex.ru/news/marketing/2023/12/6/317715.phtml,16378
102,2023-12-06,Васильева Екатерина Васильевна,3377,Тенденции,317714,https://adindex.ru/news/tendencies/2023/12/6/317714.phtml,4616
103,2023-12-06,Андреева Анастасия Андреевна,470,Право,317712,https://adindex.ru/news/right/2023/12/6/317712.phtml,472
104,2023-12-06,Григорьева Людмила Григорьевна,1523,Право,317711,https://adindex.ru/news/right/2023/12/6/317711.phtml,1752
105,2023-12-06,Петрова Мария Сергеевна,17482,Маркетинг,317710,https://adindex.ru/news/marketing/2023/12/6/317710.phtml,18169
106,2023-12-06,Григорьева Людмила Григорьевна,19586,Digital,317709,https://adindex.ru/news/digital/2023/12/6/317709.phtml,27393
107,2023-12-06,Андреева Анастасия Андреевна,14855,Маркетинг,317708,https://adindex.ru/news/marketing/2023/12/6/317708.phtml,16107
108,2023-12-05,Андреева Анастасия Андреевна,1475,AdYummy!,317705,https://adindex.ru/news/digital/2023/12/5/317705.phtml,2092
109,2023-12-05,Сидоров Антон Владимирович,13262,Тенденции,317704,https://adindex.ru/news/tendencies/2023/12/5/317704.phtml,19268
110,2023-12-05,Петрова Мария Сергеевна,12529,Кадры,317698,https://adindex.ru/news/hr/2023/12/5/317698.phtml,14775
111,2023-12-05,Жукова Ирина Ильинична,18288,Кадры,317701,https://adindex.ru/news/hr/2023/12/5/317701.phtml,18941
112,2023-12-05,Васильева Екатерина Васильевна,18235,Digital,317700,https://adindex.ru/news/digital/2023/12/5/317700.phtml,22633
113,2023-12-05,Васильева Екатерина Васильевна,8781,Маркетинг,317699,https://adindex.ru/news/marketing/2023/12/5/317699.phtml,10231
114,2023-12-05,Сидоров Антон Владимирович,19740,Эккаунты,317696,https://adindex.ru/news/ek/2023/12/5/317696.phtml,20296
115,2023-12-05,Данилова Светлана Викторовна,19133,Пресс-релизы,317693,https://adindex.ru/news/releases/2023/12/5/317693.phtml?erid=%202Vtzqwcj9EA,22423
116,2023-12-05,Петрова Мария Сергеевна,2428,Digital,317694,https://adindex.ru/news/digital/2023/12/5/317694.phtml,2903
117,2023-12-05,Андреева Анастасия Андреевна,17953,Право,317689,https://adindex.ru/news/right/2023/12/5/317689.phtml,20734
118,2023-12-05,Васильева Екатерина Васильевна,8194,AdYummy!,317687,https://adindex.ru/news/adyummy/2023/12/5/317687.phtml,8500
119,2023-12-05,Сидоров Антон Владимирович,1482,Тенденции,317686,https://adindex.ru/news/tendencies/2023/12/5/317686.phtml,2217
120,2023-12-05,Петрова Мария Сергеевна,4427,Право,317685,https://adindex.ru/news/right/2023/12/5/317685.phtml,4689
121,2023-12-05,Жукова Ирина Ильинична,7836,Маркетинг,317684,https://adindex.ru/news/marketing/2023/12/5/317684.phtml,9535
122,2023-12-05,Иванов Иван Иванович,18164,Право,317683,https://adindex.ru/news/right/2023/12/5/317683.phtml,18785
123,2023-12-04,Иванов Иван Иванович,7907,Тенденции,317681,https://adindex.ru/news/tendencies/2023/12/4/317681.phtml,8236
124,2023-12-04,Петрова Мария Сергеевна,9228,Маркетинг,317680,https://adindex.ru/news/marketing/2023/12/4/317680.phtml,12462
125,2023-12-04,Данилова Светлана Викторовна,6145,Креатив,317679,https://adindex.ru/news/creative/2023/12/4/317679.phtml,6899
126,2023-12-04,Васильева Екатерина Васильевна,5567,Право,317677,https://adindex.ru/news/right/2023/12/4/317677.phtml,8096
127,2023-12-04,Сидоров Антон Владимирович,17531,Пресс-релизы,317652,https://adindex.ru/news/releases/2023/12/1/317652.phtml?erid=%202VtzqvpBvj4,25928
128,2023-12-04,Петрова Мария Сергеевна,17229,Креатив,317675,https://adindex.ru/news/creative/2023/12/4/317675.phtml,24791
129,2023-12-04,Данилова Светлана Викторовна,10453,Эккаунты,317670,https://adindex.ru/news/ek/2023/12/4/317670.phtml,14414
130,2023-12-04,Егорова Надежда Андреевна,1475,Право,317668,https://adindex.ru/news/right/2023/12/4/317668.phtml,2092
131,2023-12-04,Егорова Надежда Андреевна,8617,Исследования,317667,https://adindex.ru/news/researches/2023/12/4/317667.phtml,10921
132,2023-12-04,Борисова Ольга Борисовна,2593,Digital,317666,https://adindex.ru/news/digital/2023/12/4/317666.phtml,3009
133,2023-12-04,Петрова Мария Сергеевна,17592,Маркетинг,317663,https://adindex.ru/news/marketing/2023/12/4/317663.phtml,19855
134,2023-12-04,Егорова Надежда Андреевна,1763,Право,317662,https://adindex.ru/news/right/2023/12/4/317662.phtml,1942
135,2023-12-04,Жукова Ирина Ильинична,12865,Тенденции,317661,https://adindex.ru/news/tendencies/2023/12/4/317661.phtml,15336
136,2023-12-04,Петрова Мария Сергеевна,2366,Тенденции,317659,https://adindex.ru/news/tendencies/2023/12/4/317659.phtml,3078
137,2023-12-04,Жукова Ирина Ильинична,9288,Тенденции,317658,https://adindex.ru/news/tendencies/2023/12/4/317658.phtml,13022
138,2023-12-04,Жукова Ирина Ильинична,10936,Тенденции,317657,https://adindex.ru/news/tendencies/2023/12/4/317657.phtml,15843
139,2023-12-04,Данилова Светлана Викторовна,7658,Маркетинг,317656,https://adindex.ru/news/marketing/2023/12/4/317656.phtml,10336
140,2023-12-04,Андреева Анастасия Андреевна,9827,Маркетинг,317655,https://adindex.ru/news/marketing/2023/12/4/317655.phtml,9974
